Species,subspecies,Specimen #,Measurer,Collection,Collection Year,Collection Month,Collection Day,Country,State/province,County/District,Locality,Elevation,BL Average,BW Average,BD Average,Tarsus Average,Kipp's Average,WC Average,Tail,Age,Sex
Tyrannus vociferans,vociferans,16622,MM,The Field Museum,1901,6,5,United States of America,Arizona,Cochise,Huachuca Mountains,null,15.095,8.865,7.35,19.785,null,null,90.69,Adult,Male
Tyrannus caudifasciatus,gabbii,19546,MM,The Field Museum,1881,2,null,Haiti,null,null,Port au Prince,null,18.645,8.535,6.595,21.3,21.215,99.015,82.59,Adult,Male
Tyrannus caudifasciatus,gabbii,19547,MM,The Field Museum,1881,3,5,Haiti,null,null,Port au Prince,null,17.795,8.485,7.075,19.23,22.445,103.675,null,Adult,Male
Tyrannus caudifasciatus,gabbii,19548,MM,The Field Museum,1883,1,26,Dominican Republic,null,null,Magua,null,18.82,8.415,6.44,21.515,23.58,103.65,78.89,Adult,Male
Tyrannus melancholicus,satrapa,22032,MM,The Field Museum,1905,3,25,Nicaragua,Matagalpa,null,Matagalpa,null,16.155,10.09,7.06,19.49,28.095,112.44,null,Adult,Female
Tyrannus melancholicus,satrapa,22033,MM,The Field Museum,1905,4,20,Costa Rica,Cartago,null,Orosi,null,16.695,9.585,7.025,17.955,27.58,116.08,93.54,Adult,Male
Tyrannus savana,monachus CA,22038,MM,The Field Museum,1905,4,25,Costa Rica,Cartago,null,Orosi,null,11.55,6.75,5.065,17.865,null,null,null,Adult,Male
Tyrannus savana,monachus CA,22039,MM,The Field Museum,1905,4,23,Costa Rica,Cartago,null,Orosi,null,11.375,6.9,5.34,17.13,28.13,96.77,null,Adult,Female
Tyrannus melancholicus,satrapa,22686,MM,The Field Museum,1906,3,26,Guatemala,Solola,null,Pantulul,null,18.265,10.58,7.08,19.615,null,null,null,Adult,Male
Tyrannus melancholicus,satrapa,22688,MM,The Field Museum,1906,1,22,Guatemala,Izabal,null,Los Amates,null,16.975,10.065,7.325,19.425,28.015,113.195,93.95,Adult,Female
Tyrannus melancholicus,satrapa,22689,MM,The Field Museum,1906,1,18,Guatemala,Izabal,null,Los Amates,null,16.765,9.94,6.815,19.205,33.02,115.795,93.25,Adult,Male
Tyrannus melancholicus,satrapa,22690,MM,The Field Museum,1906,1,17,Guatemala,Izabal,null,Los Amates,null,17.29,10.125,6.9,19.795,29.01,112.525,93.68,Adult,Male
Tyrannus melancholicus,satrapa,22691,MM,The Field Museum,1906,2,26,Guatemala,null,null,Lake Amatitlan,null,16.34,9.175,6.775,19.255,28.065,111.775,88.41,Adult,Female
Tyrannus dominicensis,dominicensis,30645,MM,The Field Museum,1881,3,8,Haiti,null,null,Le Coup,null,20.26,null,null,18.695,33.58,112.385,85.44,SecondYear,Male
Tyrannus dominicensis,dominicensis,30646,MM,The Field Museum,1881,3,9,Haiti,null,null,Le Coup,null,20.745,10.765,7.895,18.41,31.455,110.17,80.07,Adult,Male
Tyrannus dominicensis,dominicensis,30647,MM,The Field Museum,1881,2,28,Haiti,null,null,Le Coup,null,18.11,9.845,8.19,18.52,31.715,108.305,84.78,Adult,Male
Tyrannus dominicensis,dominicensis,30723,MM,The Field Museum,1881,1,28,Haiti,null,null,Jacmel,null,19.95,9.975,7.815,17.85,33.145,111.305,90.42,Adult,Unknown
Tyrannus dominicensis,dominicensis,30724,MM,The Field Museum,1881,1,13,Haiti,null,null,Jacmel,null,20.42,10.385,7.985,18.075,33.59,112.73,86.93,Adult,Unknown
Tyrannus dominicensis,dominicensis,30725,MM,The Field Museum,1881,1,13,Haiti,null,null,Jacmel,null,18.74,10.87,7.54,17.93,33.525,112.245,87.64,SecondYear,Unknown
Tyrannus dominicensis,dominicensis,30726,MM,The Field Museum,1881,1,29,Haiti,null,null,Jacmel,null,19.885,10.065,8,17.79,33.465,112.56,88.13,Adult,Unknown
Tyrannus dominicensis,dominicensis,30727,MM,The Field Museum,1881,1,28,Haiti,null,null,Jacmel,null,19.92,10.4,7.95,18.41,35.265,113.335,86.81,SecondYear,Unknown
Tyrannus dominicensis,dominicensis,30728,MM,The Field Museum,1881,2,18,Haiti,null,null,Le Coup,null,18.715,9.38,7.77,16.895,null,null,87.48,SecondYear,Male
Tyrannus dominicensis,dominicensis,30729,MM,The Field Museum,1881,3,9,Haiti,null,null,Le Coup,null,19.88,10.41,8.09,18.31,null,null,83.92,Adult,Female
Tyrannus dominicensis,dominicensis,30738,MM,The Field Museum,1874,4,24,United States of America,Florida,Sarasota,Sarasota,null,21.345,11.4,9.545,19.435,40.31,124.14,90.77,Adult,Male
Tyrannus dominicensis,vorax,30739,MM,The Field Museum,1890,9,24,Guadeloupe,null,null,null,null,22.82,12.065,9.09,19.565,null,null,92.97,Adult,Male
Tyrannus dominicensis,dominicensis,30748,MM,The Field Museum,1892,4,6,Cuba,null,null,East,null,19.395,null,null,18.24,34.645,115.945,89.63,Adult,Male
Tyrannus dominicensis,dominicensis,30806,MM,The Field Museum,1892,2,7,Puerto Rico,null,null,Mayaguez,null,20.95,11.045,8.15,18.63,30.915,112.905,89.95,Adult,Female
Tyrannus dominicensis,vorax,30810,MM,The Field Museum,1890,5,27,Bahamas,Antigua,null,null,null,20.94,11.375,8.89,18.16,null,null,null,Adult,Male
Tyrannus dominicensis,vorax,30811,MM,The Field Museum,1890,6,18,Bahamas,Antigua,null,null,null,23.41,12.175,9.085,18.5,34.395,117.85,87.55,Adult,Male
Tyrannus dominicensis,vorax,30812,MM,The Field Museum,1890,6,12,Bahamas,Antigua,null,null,null,21.625,12.72,9.375,19.56,27.93,101.21,85.65,Adult,Female
Tyrannus dominicensis,vorax,30813,MM,The Field Museum,1890,4,22,Bahamas,Antigua,null,null,null,22.745,12.4,9.235,18.255,35.47,124.145,96.88,Adult,Male
Tyrannus dominicensis,vorax,30814,MM,The Field Museum,1890,5,6,Bahamas,Antigua,null,null,null,21.96,11.615,9.07,19.165,30.71,110.75,91.75,Adult,Female
Tyrannus dominicensis,vorax,30815,MM,The Field Museum,1890,5,16,Bahamas,Antigua,null,null,null,20.775,null,null,18.345,null,null,null,Adult,Male
Tyrannus dominicensis,vorax,30816,MM,The Field Museum,1890,5,27,Bahamas,Antigua,null,null,null,21.74,12.21,8.815,18.84,null,null,null,Adult,Female
Tyrannus dominicensis,vorax,30817,MM,The Field Museum,1890,5,6,Bahamas,Antigua,null,null,null,23.145,12.73,9.405,19.725,null,null,null,Adult,Male
Tyrannus dominicensis,vorax,30818,MM,The Field Museum,1890,5,16,Bahamas,Antigua,null,null,null,23.45,12.41,9.095,19.925,32.325,115.57,89.21,Adult,Female
Tyrannus dominicensis,vorax,30819,MM,The Field Museum,1890,5,27,Bahamas,Antigua,null,null,null,21.655,13.32,9.63,19.385,28.225,113.435,90.92,Adult,Female
Tyrannus dominicensis,vorax,30820,MM,The Field Museum,1890,5,13,Bahamas,Antigua,null,null,null,22.83,12.68,9.24,19.245,34.525,117.375,93.29,Adult,Male
Tyrannus dominicensis,vorax,30821,MM,The Field Museum,1890,5,27,Bahamas,Antigua,null,null,null,24.555,12.475,9.225,18.45,null,null,88.98,Adult,Male
Tyrannus dominicensis,vorax,30822,MM,The Field Museum,1890,5,25,Bahamas,Antigua,null,null,null,23.44,12.915,9.635,19.58,null,null,null,Adult,Female
Tyrannus dominicensis,vorax,30823,MM,The Field Museum,1890,5,13,Bahamas,Antigua,null,null,null,20.78,11.9,8.86,18.48,null,null,null,SecondYear,Female
Tyrannus dominicensis,vorax,30872,MM,The Field Museum,1889,12,6,Virgin Island,Virgin Gorda,null,null,null,20.76,11.315,8.81,19.335,35.805,122.825,94.74,Adult,Male
Tyrannus vociferans,vociferans,31007,MM,The Field Museum,1887,6,8,United States of America,Arizona,Santa Cruz,Calabasas,null,15.795,8.405,7.395,19.92,null,null,null,Adult,Female
Tyrannus vociferans,vociferans,31008,MM,The Field Museum,1887,6,4,United States of America,Arizona,Santa Cruz,Calabasas,null,15.85,8.355,6.535,20.025,null,null,null,Adult,Male
Tyrannus vociferans,vociferans,31009,MM,The Field Museum,null,null,null,United States of America,Arizona,Santa Cruz,Calabasas,null,16.17,8.42,7.345,19.275,null,null,null,Adult,Male
Tyrannus vociferans,vociferans,31010,MM,The Field Museum,1887,6,6,United States of America,Arizona,Santa Cruz,Calabasas,null,16.115,9.035,7.205,20.105,null,null,null,Adult,Male
Tyrannus vociferans,vociferans,31011,MM,The Field Museum,1887,6,6,United States of America,Arizona,Santa Cruz,Calabasas,null,15,8.4,7.385,19.73,null,null,null,Adult,Male
Tyrannus vociferans,vociferans,31012,MM,The Field Museum,1887,6,9,United States of America,Arizona,Santa Cruz,Calabasas,null,15.835,8.84,7.54,19.78,null,null,null,Adult,Female
Tyrannus vociferans,vociferans,31014,MM,The Field Museum,1887,5,31,United States of America,Arizona,Santa Cruz,Calabasas,null,15.965,8.37,7.085,19.695,null,null,null,Adult,Female
Tyrannus vociferans,vociferans,31015,MM,The Field Museum,1887,5,27,United States of America,Arizona,Santa Cruz,Calabasas,null,15.795,8.785,7.125,17.725,null,null,null,Adult,Female
Tyrannus vociferans,vociferans,31016,MM,The Field Museum,1887,5,24,United States of America,Arizona,Santa Cruz,Calabasas,null,15.645,8.85,7.065,19.705,null,null,null,Adult,Male
Tyrannus vociferans,vociferans,31017,MM,The Field Museum,1887,5,23,United States of America,Arizona,Santa Cruz,Calabasas,null,14.51,8.93,7.37,19.25,36.5,124.625,null,Adult,Female
Tyrannus vociferans,vociferans,31018,MM,The Field Museum,null,null,null,Mexico,Baja California Sur,null,Cape Saint Lucas,null,15.25,9.085,7.135,20.615,31.41,116.825,null,HatchYear,Female
Tyrannus caudifasciatus,taylori,31381,MM,The Field Museum,1892,3,9,Puerto Rico,null,null,Mayaguez,null,19.865,9.46,7.64,23.085,24.85,117.2,90.77,Adult,Male
Tyrannus caudifasciatus,taylori,31390,MM,The Field Museum,1892,12,8,Puerto Rico,null,null,Mayaguez,null,20.215,10.495,7.815,23.485,24.74,118.025,91.58,Adult,Female
Tyrannus caudifasciatus,gabbii,31439,MM,The Field Museum,1883,1,31,Dominican Republic,null,null,Magua,null,19.33,8.955,6.315,21.34,25.055,108.275,79.59,Adult,Male
Tyrannus caudifasciatus,gabbii,31440,MM,The Field Museum,1881,2,28,Haiti,null,null,null,null,18.285,9.39,7.08,20.83,20.24,101.58,79.35,Adult,Female
Tyrannus savana,monachus SA,32337,MM,The Field Museum,1888,10,18,Guyana,null,null,Abary Creek,null,11.58,6.33,5.605,16.05,33.17,100.425,null,Adult,Male
Tyrannus savana,monachus SA,33833,MM,The Field Museum,1908,4,11,Venezuela,Aragua,null,Maracay,null,12.835,6.98,6.04,17.44,33.755,55.24609862,null,Adult,Male
Tyrannus savana,monachus SA,33834,MM,The Field Museum,1908,1,28,Venezuela,Distrito Federal,null,Macuto,null,11.865,6.805,5.44,16.985,30.76,95.47,146.88,SecondYear,Female
Tyrannus dominicensis,dominicensis,33941,MM,The Field Museum,1908,2,10,Venezuela,Zulia,null,Encontrados,null,20.02,10.545,8.545,19.255,null,null,null,SecondYear,Female
Tyrannus dominicensis,dominicensis,33942,MM,The Field Museum,1908,2,18,Venezuela,Zulia,null,Encontrados,null,18.55,10.44,7.75,19.105,30.19,104.985,null,HatchYear,Female
Tyrannus dominicensis,dominicensis,33943,MM,The Field Museum,1908,2,10,Venezuela,Zulia,null,Encontrados,null,19.91,10.54,7.795,18.24,null,null,null,Adult,Male
Tyrannus dominicensis,dominicensis,33944,MM,The Field Museum,1908,2,15,Venezuela,Zulia,null,Encontrados,null,19.905,10.89,8.48,19.3,33.305,113.045,null,Adult,Female
Tyrannus savana,monachus CA,35829,MM,The Field Museum,1908,2,4,Costa Rica,Cartago,null,Guayabo,null,11.62,6.64,5.015,16.905,34.725,108.945,279.767,Adult,Male
Tyrannus savana,monachus CA,35830,MM,The Field Museum,1908,2,4,Costa Rica,Cartago,null,Guayabo,null,11.565,5.98,5.17,18.12,35.315,105.075,310.818,Adult,Male
Tyrannus savana,monachus CA,35831,MM,The Field Museum,1908,1,20,Costa Rica,Cartago,null,Guayabo,null,11.29,6.28,5.36,17.645,35.945,107.86,264.444,Adult,Male
Tyrannus melancholicus,satrapa,35832,MM,The Field Museum,1908,1,16,Costa Rica,Cartago,null,Guayabo,null,17.29,9.955,7.15,18.735,31.49,111.71,96.04,Adult,Male
Tyrannus melancholicus,satrapa,35833,MM,The Field Museum,1908,1,24,Costa Rica,Cartago,null,Guayabo,null,16.94,10.475,7.52,19.18,30.185,115.15,95.09,Adult,Male
Tyrannus melancholicus,satrapa,35834,MM,The Field Museum,1908,1,28,Costa Rica,Cartago,null,Guayabo,null,17.02,9.52,7.415,18.74,29.375,112.405,null,Adult,Male
Tyrannus melancholicus,satrapa,35835,MM,The Field Museum,1908,1,29,Costa Rica,Cartago,null,Guayabo,null,18.62,10.325,8.355,19.935,31.09,117.895,95.38,Adult,Male
Tyrannus melancholicus,satrapa,35836,MM,The Field Museum,1908,1,24,Costa Rica,Cartago,null,Guayabo,null,16.095,9.545,7.505,19.29,27.415,112.435,90.1,Adult,Male
Tyrannus melancholicus,satrapa,35837,MM,The Field Museum,1908,2,2,Costa Rica,Cartago,null,Guayabo,null,16.42,9.775,7.475,18.76,26.705,106.895,88.97,Adult,Male
Tyrannus melancholicus,satrapa,35838,MM,The Field Museum,1908,2,4,Costa Rica,Cartago,null,Guayabo,null,16.685,10.51,7.735,18.36,27.345,106.835,86.59,Adult,Male
Tyrannus melancholicus,satrapa,35839,MM,The Field Museum,1908,2,3,Costa Rica,Cartago,null,Guayabo,null,16.465,10.345,7.02,18.045,26.115,107.335,null,SecondYear,Female
Tyrannus dominicensis,dominicensis,36230,MM,The Field Museum,1908,3,17,Panama,Colon,null,Colon,null,20.775,11.085,8.635,18.22,null,null,null,SecondYear,Male
Tyrannus dominicensis,dominicensis,36231,MM,The Field Museum,1908,3,12,Panama,Colon,null,Colon,null,20.75,11.01,8.875,19.13,31.605,109.32,81.49,Adult,Female
Tyrannus dominicensis,dominicensis,36232,MM,The Field Museum,1908,3,17,Panama,Colon,null,Colon,null,20.525,11.245,8.39,19.635,32.905,110.54,81.05,Adult,Female
Tyrannus savana,monachus CA,37331,MM,The Field Museum,1928,7,31,Panama,Canal Zone,null,Pacora River,null,10.98,6.145,5.505,17.24,null,null,null,HatchYear,Male
Tyrannus dominicensis,dominicensis,38025,MM,The Field Museum,1908,3,25,Dutch West Indies,Curacao,null,null,null,19.475,11.175,7.995,18.76,null,null,null,Adult,Male
Tyrannus dominicensis,dominicensis,38026,MM,The Field Museum,1908,3,28,Dutch West Indies,Curacao,null,Deerborne,null,21.72,11.12,8.185,18.215,33.455,111.315,88.57,Adult,Male
Tyrannus dominicensis,dominicensis,38027,MM,The Field Museum,1908,3,25,Dutch West Indies,Curacao,null,null,null,20.125,11.2,7.51,18.74,27.11,105.82,86.01,HatchYear,Female
Tyrannus dominicensis,dominicensis,38028,MM,The Field Museum,1908,3,25,Dutch West Indies,Curacao,null,null,null,21.465,11.135,7.985,18.57,31.8,111.555,88.64,Adult,Male
Tyrannus dominicensis,dominicensis,38029,MM,The Field Museum,1908,3,28,Dutch West Indies,Curacao,null,null,null,20.965,11.455,8.255,17.545,32.735,113.15,95.17,Adult,Male
Tyrannus dominicensis,dominicensis,38030,MM,The Field Museum,1908,3,25,Dutch West Indies,Curacao,null,Parabo,null,21.325,10.455,8.68,19.165,null,null,null,Adult,Male
Tyrannus dominicensis,dominicensis,38127,MM,The Field Museum,1908,5,1,Dutch West Indies,Aruba,null,null,null,19.695,11.49,9.045,19.025,33.465,116.205,87.62,Adult,Unknown
Tyrannus dominicensis,dominicensis,38128,MM,The Field Museum,null,null,null,Dutch West Indies,Aruba,null,null,null,21.725,12.27,9.61,19.66,null,null,85.09,Adult,Female
Tyrannus dominicensis,dominicensis,38129,MM,The Field Museum,1908,5,1,Dutch West Indies,Aruba,null,null,null,20.55,11.555,8.89,18.53,36.35,118.72,91.61,Adult,Male
Tyrannus dominicensis,dominicensis,38291,MM,The Field Museum,1908,5,19,Dutch West Indies,Bonaire,null,null,null,22.085,11.4,9.165,19.085,null,null,null,Adult,Female
Tyrannus dominicensis,dominicensis,38292,MM,The Field Museum,1908,5,16,Dutch West Indies,Bonaire,null,null,null,20.945,11.895,9.035,17.955,28.15,107.545,null,Adult,Female
Tyrannus dominicensis,dominicensis,38294,MM,The Field Museum,1908,5,16,Dutch West Indies,Bonaire,null,null,null,21.47,11.74,8.16,18.475,32.83,113.98,93.17,Adult,Male
Tyrannus dominicensis,dominicensis,38295,MM,The Field Museum,1908,5,18,Dutch West Indies,Bonaire,null,null,null,21.09,11.565,8.62,18.315,null,null,null,Adult,Male
Tyrannus dominicensis,dominicensis,38296,MM,The Field Museum,1908,5,21,Dutch West Indies,Bonaire,null,null,null,20.36,11.015,7.845,18.205,33.12,115.155,null,Adult,Male
Tyrannus dominicensis,dominicensis,38297,MM,The Field Museum,1908,5,21,Dutch West Indies,Bonaire,null,null,null,21.495,11.565,8.375,18.89,null,null,null,Adult,Male
Tyrannus dominicensis,dominicensis,38942,MM,The Field Museum,1909,2,28,Venezuela,Nueva Esparta,Isla de Margarita,La Asuncion,null,20.56,null,null,18.745,31.16,111.87,89.84,Adult,Male
Tyrannus dominicensis,dominicensis,38943,MM,The Field Museum,1909,3,12,Venezuela,Nueva Esparta,Isla de Margarita,null,null,22.185,11.685,null,19.635,28.62,111.455,87.72,Adult,Female
Tyrannus couchii,null,39945,MM,The Field Museum,null,null,null,Mexico,Yucatan,null,null,null,16.915,10.46,8.14,19.085,32.515,116.44,93.59,Adult,Unknown
Tyrannus dominicensis,dominicensis,39946,MM,The Field Museum,1895,5,16,United States of America,Florida,Monroe,Key West,null,22.51,11.085,9.715,17.685,37.63,117.915,null,Adult,Male
Tyrannus vociferans,vociferans,39947,MM,The Field Museum,1905,2,26,United States of America,Arizona,null,null,null,14.39,8.715,7.15,19.77,null,null,null,Adult,Unknown
Tyrannus savana,monachus CA,39949,MM,The Field Museum,1898,7,4,Guatemala,null,null,null,null,10.94,null,null,17.155,null,null,null,Adult,Male
Tyrannus dominicensis,dominicensis,43008,MM,The Field Museum,1888,4,3,Cayman Island,Cayman Brac,null,null,null,20.26,null,null,18.35,33.76,116.21,87.24,Adult,Male
Tyrannus dominicensis,dominicensis,43009,MM,The Field Museum,1888,4,3,Cayman Island,Cayman Brac,null,null,null,20.795,11.27,8.91,19.195,36.365,114.385,85.6,Adult,Male
Tyrannus dominicensis,dominicensis,43010,MM,The Field Museum,1888,4,3,Cayman Island,Cayman Brac,null,null,null,20.4,11.03,8.8,18.845,32.02,111.56,null,Adult,Male
Tyrannus dominicensis,dominicensis,43011,MM,The Field Museum,1888,4,27,Cayman Island,Little Cayman,null,null,null,18.93,10.05,null,18.345,34.55,110.455,84.12,SecondYear,Male
Tyrannus dominicensis,dominicensis,43012,MM,The Field Museum,1888,4,28,Cayman Island,Little Cayman,null,null,null,20.05,10.205,8.55,18.695,30.25,109.265,null,Adult,Female
Tyrannus dominicensis,dominicensis,43013,MM,The Field Museum,1888,7,6,Cayman Island,Grand Cayman,null,null,null,20.46,10.895,8.725,18.27,null,null,null,Adult,Male
Tyrannus dominicensis,dominicensis,43014,MM,The Field Museum,1888,8,2,Cayman Island,Cayman Brac,null,null,null,18.825,11,8.485,18.825,null,null,null,Adult,Female
Tyrannus dominicensis,dominicensis,43015,MM,The Field Museum,1888,8,2,Cayman Island,Cayman Brac,null,null,null,21.295,11.33,8.64,18.83,null,null,null,Adult,Male
Tyrannus dominicensis,dominicensis,43016,MM,The Field Museum,1888,8,4,Cayman Island,Cayman Brac,null,null,null,20.72,11.655,8.745,18.645,32.64,112.225,86.72,Adult,Female
Tyrannus dominicensis,dominicensis,43017,MM,The Field Museum,1892,4,23,Cayman Island,Grand Cayman,null,null,null,20.695,11.85,null,19.405,36.48,110.22,83.9,Adult,Male
Tyrannus dominicensis,dominicensis,43018,MM,The Field Museum,1892,3,28,Cayman Island,Grand Cayman,null,null,null,20.05,10.675,8.21,17.845,34.95,111.575,79.27,Adult,Female
Tyrannus dominicensis,dominicensis,43019,MM,The Field Museum,1892,3,28,Cayman Island,Grand Cayman,null,null,null,19.275,11.23,null,18.47,34.41,null,86.08,Adult,Male
Tyrannus dominicensis,dominicensis,43020,MM,The Field Museum,1892,3,28,Cayman Island,Grand Cayman,null,null,null,20.34,11.415,9.33,18.815,35.75,118.18,86.43,Adult,Female
Tyrannus dominicensis,dominicensis,43021,MM,The Field Museum,1886,9,10,Cayman Island,Little Cayman,null,null,null,21.715,11.02,8.92,19.39,null,null,null,Adult,Male
Tyrannus dominicensis,dominicensis,43022,MM,The Field Museum,1886,9,10,Cayman Island,Little Cayman,null,null,null,21.44,11.11,null,18.47,null,null,null,Adult,Male
Tyrannus dominicensis,dominicensis,43023,MM,The Field Museum,1886,8,17,Cayman Island,Grand Cayman,null,null,null,20.645,12.015,8.825,18.76,null,null,null,Adult,Unknown
Tyrannus dominicensis,vorax,43024,MM,The Field Museum,1892,5,26,St. Lucia,null,null,null,null,24.57,13.49,10.67,20.515,null,null,null,SecondYear,Male
Tyrannus dominicensis,vorax,43025,MM,The Field Museum,1892,5,27,St. Lucia,null,null,null,null,23.855,13.695,null,20.455,30,116.735,null,Adult,Female
Tyrannus dominicensis,vorax,43026,MM,The Field Museum,1892,5,27,St. Lucia,null,null,null,null,24.545,13.17,11.13,19.465,30.41,114.46,85.75,Adult,Female
Tyrannus dominicensis,vorax,43027,MM,The Field Museum,1892,6,3,St. Lucia,null,null,null,null,24.565,13.855,null,19.74,31.905,115.93,87.25,Adult,Male
Tyrannus dominicensis,vorax,43028,MM,The Field Museum,1892,6,4,St. Lucia,null,null,null,null,24.095,13.17,10.28,19.42,31.425,115.7,null,Adult,Male
Tyrannus dominicensis,vorax,43029,MM,The Field Museum,1892,3,28,St. Lucia,null,null,null,null,24.34,13.625,10.265,19.535,32.075,115.535,88.58,Adult,Female
Tyrannus dominicensis,vorax,43031,MM,The Field Museum,1892,3,28,St. Lucia,null,null,null,null,23.585,12.655,9.78,19.82,34.265,120.705,null,Adult,Male
Tyrannus dominicensis,vorax,43032,MM,The Field Museum,1892,3,29,St. Lucia,null,null,null,null,23.295,12.495,9.605,19.165,32.475,115.455,null,Adult,Male
Tyrannus dominicensis,vorax,43033,MM,The Field Museum,1892,3,29,St. Lucia,null,null,null,null,23.66,12.41,9.51,17.955,31.345,114.19,88.67,Adult,Female
Tyrannus dominicensis,vorax,43034,MM,The Field Museum,null,null,null,Grenada,null,null,null,null,22.225,11.905,8.98,19.935,29.995,111.99,null,Adult,Female
Tyrannus dominicensis,vorax,43036,MM,The Field Museum,null,null,null,Grenada,null,null,null,null,23.535,11.97,9.395,18.41,27.175,110.445,89.28,SecondYear,Male
Tyrannus dominicensis,vorax,43037,MM,The Field Museum,null,null,null,Grenada,null,null,null,null,23.32,12.375,10.13,19.61,28.845,111.935,null,Adult,Male
Tyrannus dominicensis,vorax,43038,MM,The Field Museum,1886,2,20,Guadeloupe,null,null,null,null,22,12.445,9.055,19.91,33.555,117.425,88.96,Adult,Male
Tyrannus dominicensis,vorax,43039,MM,The Field Museum,1886,2,20,Guadeloupe,null,null,null,null,22.695,12.85,9.775,18.335,34.41,114.315,85.47,Adult,Unknown
Tyrannus dominicensis,vorax,43040,MM,The Field Museum,1886,3,27,St. Vincent,null,null,null,null,22.155,12.655,9.43,19.505,null,null,null,SecondYear,Male
Tyrannus dominicensis,vorax,43041,MM,The Field Museum,1886,3,28,St. Vincent,null,null,null,null,23.615,12.635,9.845,20.015,null,null,93.11,Adult,Male
Tyrannus dominicensis,vorax,43042,MM,The Field Museum,1886,3,28,St. Vincent,null,null,null,null,22.095,12.535,9.55,20.04,30.185,113.62,87.66,Adult,Male
Tyrannus dominicensis,vorax,43043,MM,The Field Museum,1886,3,28,St. Vincent,null,null,null,null,23.625,13.125,9.925,19.545,31.455,114.44,84.8,SecondYear,Female
Tyrannus dominicensis,vorax,43044,MM,The Field Museum,1883,1,null,Dominica,null,null,null,null,24.535,13.85,9.25,20.535,null,null,null,HatchYear,Female
Tyrannus dominicensis,vorax,43045,MM,The Field Museum,null,null,null,Dominica,null,null,null,null,23.975,13.89,null,19.765,35.025,117.315,93.06,Adult,Male
Tyrannus melancholicus,despotes,43080,MM,The Field Museum,1875,8,null,Brazil,null,null,Bahia skin,null,17.655,10.01,6.895,17.11,31.495,110.885,94.91,Adult,Unknown
Tyrannus cubensis,null,43089,MM,The Field Museum,1891,1,4,Caicos,null,null,null,null,25.335,14.11,10.655,22.775,29.695,122.115,84.48,Adult,Male
Tyrannus cubensis,null,43090,MM,The Field Museum,1891,1,4,Caicos,null,null,null,null,25.39,13.865,11.045,21.445,31.795,122.785,86.36,Adult,Female
Tyrannus cubensis,null,43091,MM,The Field Museum,1891,1,4,Caicos,null,null,null,null,27.43,15.18,12.66,23.62,30.455,128.1,null,Adult,Female
Tyrannus cubensis,null,43092,MM,The Field Museum,1891,1,6,Caicos,null,null,null,null,27.23,14.695,12.11,24.24,33.225,132.03,92.88,Adult,Female
Tyrannus cubensis,null,43093,MM,The Field Museum,1891,3,2,Bahamas,Great Inagua,null,null,null,26.29,14.9,12.575,23.435,29.005,125.07,null,SecondYear,Female
Tyrannus cubensis,null,43094,MM,The Field Museum,null,3,null,Cuba,null,null,null,null,26.835,14.03,12.08,22.035,35.36,132.64,98.02,Adult,Male
Tyrannus melancholicus,satrapa,43095,MM,The Field Museum,null,null,null,Mexico,Oaxaca,null,Tehuantepec,null,18.16,9.725,6.805,19.405,30.575,113.15,87.18,SecondYear,Unknown
Tyrannus savana,savana,43505,MM,The Field Museum,1910,9,10,Venezuela,Zulia,null,Catatumbo,null,11.34,null,null,18.465,null,null,null,HatchYear,Female
Tyrannus dominicensis,dominicensis,43506,MM,The Field Museum,1911,1,23,Venezuela,Zulia,null,Rio Aurare,null,21.1,10.5,8.275,17.815,33.955,111.825,81.5,Adult,Male
Tyrannus dominicensis,vorax,44239,MM,The Field Museum,null,null,null,Guyana,null,null,null,null,22.56,12.175,8.8,19.01,30.695,117.095,89.54,Adult,Unknown
Tyrannus savana,monachus SA,44295,MM,The Field Museum,null,null,null,Colombia,Antioquia,null,Amalfi,null,12.315,6.215,5.055,16.995,32.55,105.275,231.521,HatchYear,Male
Tyrannus savana,monachus SA,45215,MM,The Field Museum,1912,11,27,Brazil,Roraima,null,Boa Vista,null,11.8,7,5.12,16.39,29.47,97.87,216.65,Adult,Female
Tyrannus savana,monachus SA,45216,MM,The Field Museum,1912,11,29,Brazil,Roraima,null,"Boa Vista, Rio Branco",null,12.235,6.73,4.95,17.335,35.715,105.3,297.542,Adult,Male
Tyrannus savana,monachus SA,45217,MM,The Field Museum,1912,11,29,Brazil,Roraima,null,"Boa Vista, Rio Branco",null,13,7.225,5.555,17.285,34.235,102.65,271.206,Adult,Male
Tyrannus savana,monachus SA,45218,MM,The Field Museum,1912,11,29,Brazil,Roraima,null,"Boa Vista, Rio Branco",null,11.385,6.41,4.94,16.44,36.465,102.59,268.405,Adult,Male
Tyrannus savana,monachus SA,45219,MM,The Field Museum,1912,11,29,Brazil,Roraima,null,"Boa Vista, Rio Branco",null,11.03,6.42,4.75,17.115,31.255,96.185,167.562,SecondYear,Female
Tyrannus savana,monachus SA,45220,MM,The Field Museum,1912,12,12,Brazil,Roraima,null,"Boa Vista, Rio Branco",null,11.72,6.57,5.005,17.86,31.845,98.515,241.435,Adult,Male
Tyrannus savana,monachus SA,45221,MM,The Field Museum,1913,1,18,Brazil,Roraima,null,"Boa Vista, Rio Branco",null,11.695,7.23,5.055,17.005,30.62,97.33,208.291,Adult,Female
