taxon_name;family_name;date;sex;age;length;rwing;rtarsu;blenght;bheight;bwidth;occiput;tail;bmass
Stilpnia cayana;Thraupidae ;2001-10-13;M;A;-;-;-;-;-;-;-;-;19.4
Stilpnia cayana;Thraupidae ;2001-10-13;F;A;15.3;7.4;1.8;1.27;0.61;1.07;3.08;5.28;20.3
Stilpnia cayana;Thraupidae ;2001-10-14;M;A;-;-;-;-;-;-;-;-;20
Stilpnia cayana;Thraupidae ;2001-10-16;F;A;-;-;-;-;-;-;-;-;28
Stilpnia cayana;Thraupidae ;2001-11-13;M;A;15;7.1;1.86;1.15;0.6;-;3.04;5.24;22
Stilpnia cayana;Thraupidae ;2002-02-05;M;J;13.2;7.2;1.78;1.21;0.53;0.87;-;5.35;19
Stilpnia cayana;Thraupidae ;2002-02-05;M;A;13.2;7.7;1.78;1.03;0.58;0.83;-;5.67;20
Stilpnia cayana;Thraupidae ;2002-03-19;F;A;14;7.8;1.89;1.09;0.58;0.9;-;6.37;23
Stilpnia cayana;Thraupidae ;2002-05-31;M;A;14;7.8;1.91;1.01;0.51;0.85;-;5.88;20.5
Stilpnia cayana;Thraupidae ;2002-06-16;M;J;13;7.8;1.99;1.04;0.6;0.89;-;5.43;22
Stilpnia cayana;Thraupidae ;2002-06-16;F;A;13.3;7.4;1.95;1.1;0.57;0.97;-;5.48;23.5
Stilpnia cayana;Thraupidae ;2002-06-16;M;A;14.3;7.4;2.04;1.2;0.64;0.85;3.03;5.13;20
Stilpnia cayana;Thraupidae ;2002-07-11;M;A;13.2;7;1.97;1.95;0.61;0.72;2.97;4.46;19
Stilpnia cayana;Thraupidae ;2005-05-07;F;A;13.9;7.3;1.9;1.03;0.56;0.82;3.17;4.87;19.5
Stilpnia cayana;Thraupidae ;2005-11-19;M;A;14;7.9;2.01;1.21;0.6;0.86;3.1;5.86;20.2
Stilpnia cayana;Thraupidae ;2005-11-19;M;A;13.1;-;-;-;-;-;-;-;-
Stilpnia cayana;Thraupidae ;2009-10-24;F;A;13.6;7.9;2.07;1.13;0.64;1.03;3.22;4.94;23.6
Synallaxis albescens;Furnariidae;1999-03-06;I;A;16;5.5;1.87;0.92;0.39;-;-;7.61;12
Synallaxis frontalis;Furnariidae;2000-02-27;I;J;14;5.2;2.17;1.44;0.36;0.56;3.04;7.42;13
Synallaxis frontalis;Furnariidae;2000-03-18;I;J;14.9;5.5;2.12;1.23;0.41;0.99;3.11;7.7;13.45
Synallaxis frontalis;Furnariidae;2001-01-09;I;A;15.1;5.5;2.29;1.13;0.43;0.89;3.11;8.16;14
Synallaxis frontalis;Furnariidae;2001-01-11;I;A;15.1;5.5;2.08;1.17;0.42;0.94;3.13;8.16;13.6
Synallaxis frontalis;Furnariidae;2001-01-29;I;A;13.4;5.7;2.45;1.08;0.39;0.66;3.16;7.25;13.2
Synallaxis frontalis;Furnariidae;2001-03-20;I;A;14.6;5.5;2.14;1.06;0.41;0.89;3.11;8.12;-
Synallaxis frontalis;Furnariidae;2001-08-12;I;A;16.3;5.6;2.02;0.85;0.4;0.57;3;8.36;-
Synallaxis frontalis;Furnariidae;2003-05-10;I;A;14.4;5.4;2.02;1.04;0.37;0.93;3.08;7.33;13.6
Synallaxis frontalis;Furnariidae;2005-05-07;I;A;-;-;-;-;-;-;-;-;13
Synallaxis frontalis;Furnariidae;2006-05-06;I;J;14;5.7;2.05;1.35;0.43;0.67;3.14;6.85;14
Synallaxis frontalis;Furnariidae;2009-10-24;I;A;14.1;5.4;1.98;1.39;1.37;1.27;3.15;7.8;14.5
Tachycineta leucorrhoa;Hirundinidae;1999-08-28;I;A;13.5;11.9;0.89;0.79;0.35;0.97;2.76;4.47;19
Tachycineta leucorrhoa;Hirundinidae;1999-08-28;I;A;14;11.1;1.32;0.86;0.35;0.97;2.98;5.34;20
Tachycineta leucorrhoa;Hirundinidae;2000-08-19;I;A;12.6;10.4;1.28;0.33;0.38;1.29;2.95;4.4;21
Tapera naevia;Cuculidae;2000-12-17;I;A;26.5;10.8;3.01;1.79;0.84;1.36;4.01;13.9;52.3
Tapera naevia;Cuculidae;2006-12-09;I;J;28.9;11.9;3.29;2.12;0.89;1.16;4.09;17;25
Taraba major;Thamnophilidae;2000-08-15;F;A;21.5;9.3;3.71;2.33;1.24;1.7;5.18;9.72;62.8
Taraba major;Thamnophilidae;2001-01-30;M;A;23;9.5;3.84;2.81;1.19;1.71;5.53;9.13;65.8
Taraba major;Thamnophilidae;2001-07-17;F;A;21;10.9;3.79;2.27;0.98;1.31;5.18;8.67;-
Taraba major;Thamnophilidae;2001-08-12;M;A;20.6;9.5;3.94;2.02;3.12;1.66;5.1;8.65;62.4
Taraba major;Thamnophilidae;2004-10-16;M;A;23.6;9.6;3.57;2.46;1.1;1.66;5.11;9.11;39
Tersina viridis;Thraupidae ;2001-08-11;M;A;14.3;8.5;2.16;1.22;0.56;1.65;3.34;5.99;29.2
Tersina viridis;Thraupidae ;2001-08-11;F;A;-;8.8;2.2;1.13;0.62;1.52;3.07;5.69;34.7
Tersina viridis;Thraupidae ;2001-11-13;F;A;15.2;8.6;1.82;1.15;0.62;0.95;3.27;5.82;37.4
Tersina viridis;Thraupidae ;2002-05-30;M;A;16;9.2;1.72;1.1;0.65;1.83;3.56;5.98;32.7
Tersina viridis;Thraupidae ;2002-05-31;F;A;15.5;9.1;1.73;1.06;0.7;1.59;3.6;5.72;31.7
Thalurania furcata;Trochilidae;2000-02-26;M;A;11;-;-;1.85;-;-;3.46;4.36;4.8
Thalurania furcata;Trochilidae;2000-02-27;F;A;9.8;-;-;2.04;-;-;3.63;3.34;4
Thalurania furcata;Trochilidae;2000-03-18;M;A;11;-;-;1.96;-;-;3.54;4.88;5.5
Thalurania furcata;Trochilidae;2000-10-21;M;A;10.6;6;-;1.87;-;-;3.28;4.38;5
Thalurania furcata;Trochilidae;2000-12-13;M;A;10.5;5.9;-;1.97;-;-;3.46;4.15;5.7
Thalurania furcata;Trochilidae;2001-01-30;F;A;9.3;5.4;-;1.93;-;-;3.36;3.32;4.2
Thalurania furcata;Trochilidae;2001-08-12;M;A;-;-;-;-;-;-;-;-;4.7
Thalurania furcata;Trochilidae;2001-10-12;F;A;9.2;5.5;-;-;-;-;-;-;4.4
Thalurania furcata;Trochilidae;2001-10-13;M;A;-;-;-;-;-;-;-;-;4.3
Thalurania furcata;Trochilidae;2002-03-16;M;A;-;-;-;-;-;-;-;-;5
Thalurania furcata;Trochilidae;2002-11-28;I;J;-;-;-;-;-;-;-;-;4.95
Thalurania furcata;Trochilidae;2002-11-29;I;A;-;-;-;-;-;-;-;-;5.1
Thalurania furcata;Trochilidae;2002-11-29;I;J;-;-;-;-;-;-;-;-;4
Thalurania furcata;Trochilidae;2005-05-07;F;I;-;-;-;-;-;-;-;-;4.2
Thalurania glaucopis;Trochilidae;2002-05-29;F;A;-;-;-;-;-;-;-;-;3.3
Thamnophilus caerulescens;Thamnophilidae;2001-03-21;M;A;14;6.8;2.37;1.57;0.64;1.29;3.73;6.46;20.3
Thamnophilus caerulescens;Thamnophilidae;2004-10-16;F;A;16;7.3;2.75;1.68;0.65;1.53;4.02;6.9;21
Thlypopsis sordida;Thraupidae ;2001-03-21;F;A;12.6;6.1;2.1;1.11;0.49;0.77;3.01;6;12.3
Thraupis palmarum;Thraupidae ;2000-12-17;I;A;-;-;-;-;-;-;-;-;40.4
Thraupis palmarum;Thraupidae ;2001-12-11;I;A;-;-;-;-;-;-;-;-;42.5
Thraupis palmarum ;Thraupidae ;2005-02-26;I;A;17.5;-;-;-;-;-;-;-;42.4
Thraupis sayaca;Thraupidae ;2001-11-13;I;A;16;-;-;-;-;-;-;-;-
Thraupis sayaca;Thraupidae ;2001-11-18;I;A;-;-;-;-;-;-;-;-;37.4
Thraupis sayaca;Thraupidae ;2001-11-18;I;A;-;-;-;-;-;-;-;-;38.4
Thraupis sayaca;Thraupidae ;2001-11-18;I;A;15.5;-;-;-;-;-;-;-;34.6
Thraupis sayaca;Thraupidae ;2001-11-18;I;A;16.5;-;-;-;-;-;-;-;38.6
Thraupis sayaca;Thraupidae ;2002-02-05;I;A;-;-;-;-;-;-;-;-;40
Thraupis sayaca;Thraupidae ;2002-05-29;I;A;17;9;2.07;1.4;0.75;1.06;3.65;6.34;33
Thraupis sayaca;Thraupidae ;2002-05-29;I;A;17.3;9.4;2.04;1.35;0.7;0.75;3.56;7.17;34.2
Thraupis sayaca;Thraupidae ;2002-05-29;I;A;15.1;4.2;2.07;1.44;0.88;0.87;3.63;6.93;-
Thraupis sayaca;Thraupidae ;2002-07-12;I;A;-;-;-;-;-;-;-;-;37
Thraupis sayaca;Thraupidae ;2002-07-12;I;A;-;-;-;-;-;-;-;-;36
Thraupis sayaca;Thraupidae ;2002-11-28;I;A;18;9.8;2;1.3;1.4;0.92;4.5;6.7;31.2
Thraupis sayaca;Thraupidae ;2002-11-28;I;A;17.5;9.2;2.24;1.46;0.93;1.11;3.05;6.59;41
Thraupis sayaca;Thraupidae ;2003-05-10;I;A;16.5;9.6;2.69;1.77;0.78;1.32;3.66;7.27;34.5
Thraupis sayaca;Thraupidae ;2005-02-26;I;A;16;-;-;-;-;-;-;-;34.4
Thraupis sayaca;Thraupidae ;2005-02-26;I;A;18.6;-;-;-;-;-;-;-;34.4
Thraupis sayaca;Thraupidae ;2005-02-26;I;A;16.7;-;-;-;-;-;-;-;37.4
Thraupis sayaca;Thraupidae ;2006-12-05;I;J;16.8;9;2.13;1.59;0.77;1.25;3.83;6.99;33.2
Troglodytes musculus;Troglodytidae;2000-12-17;I;A;11.5;5.2;1.75;1.38;0.35;0.78;3.35;4.82;11
Troglodytes musculus;Troglodytidae;2001-03-20;I;A;11;5.7;1.88;1.4;0.34;0.9;3.28;4.73;12
Troglodytes musculus;Troglodytidae;2001-04-09;I;A;11.4;5.2;1.87;1.33;0.37;0.8;3.38;4.5;11.8
Troglodytes musculus;Troglodytidae;2001-08-11;I;A;11;5;2.03;1.61;0.32;0.97;3.25;5;11.7
Troglodytes musculus;Troglodytidae;2001-10-14;I;A;15;5.3;1.98;1.3;0.38;0.84;3.35;4.12;13.7
Turdus amaurochalinus;Turdidae;2000-10-08;M;A;21.5;11.5;3.45;2.19;0.71;1.41;4.84;9.25;52.2
Turdus amaurochalinus;Turdidae;2000-10-21;M;A;32;12.1;3.15;1.82;0.74;1.13;4.74;10.61;54
Turdus amaurochalinus;Turdidae;2000-10-21;M;A;22.3;11.9;3.72;2.05;0.7;1.52;4.77;9.67;66
Turdus amaurochalinus;Turdidae;2000-10-21;M;A;22;11.7;3.28;1.84;0.7;1.31;4.8;9.48;-
Turdus amaurochalinus;Turdidae;2000-10-21;M;A;21.9;11.6;3.74;2.05;0.6;1.44;4.92;9.5;60.7
Turdus amaurochalinus;Turdidae;2000-10-21;M;A;21.9;11.7;3.5;2.04;0.83;1.23;4.7;9.81;-
Turdus amaurochalinus;Turdidae;2000-10-29;M;A;21.2;10.8;3.39;2;0.67;1.49;4.74;9.78;63.1
Turdus amaurochalinus;Turdidae;2000-12-13;M;A;21.5;11.4;3.14;2.05;0.74;1.36;4.87;9.62;68
Turdus amaurochalinus;Turdidae;2000-12-16;I;A;21.3;11.5;3.31;2.07;0.67;1.25;4.78;9.26;59.7
Turdus amaurochalinus;Turdidae;2000-12-16;I;J;21;11.3;3.07;1.82;0.64;1.39;4.55;9.74;56
Turdus amaurochalinus;Turdidae;2000-12-16;I;J;-;-;-;-;-;-;-;-;56
Turdus amaurochalinus;Turdidae;2001-01-30;I;A;21.3;12;3.45;1.59;0.65;1.18;4.58;7.99;66.7
Turdus amaurochalinus;Turdidae;2001-03-06;I;A;22;11.7;3.44;1.91;0.65;1.4;5.04;9.95;61
Turdus amaurochalinus;Turdidae;2001-07-12;I;A;21.5;11.13;3;1.68;0.67;1.13;4.51;8;58.7
Turdus amaurochalinus;Turdidae;2001-07-17;I;A;22;12.1;3.06;1.98;0.69;1.16;4.84;8.59;62.7
Turdus amaurochalinus;Turdidae;2001-08-11;I;A;20.3;11;3.42;2.16;0.71;1.6;4.77;9.5;61.7
Turdus amaurochalinus;Turdidae;2001-08-11;I;A;21;10.9;3.28;2.11;0.67;1.44;4.67;8;62.7
Turdus amaurochalinus;Turdidae;2001-08-11;I;A;22;11.5;-;-;-;0.88;-;-;-
Turdus amaurochalinus;Turdidae;2001-08-11;I;A;-;-;-;1.98;0.72;0.97;4.64;-;-
Turdus amaurochalinus;Turdidae;2001-08-11;I;A;23;11.3;3.62;1.7;0.6;0.83;4.96;9.1;-
Turdus amaurochalinus;Turdidae;2001-08-12;I;I;31;11.7;4.01;2.31;0.7;1.5;4.74;9.88;-
Turdus amaurochalinus;Turdidae;2001-08-12;I;A;23.5;11.5;3.76;1.96;0.77;1.27;4.92;9.04;57.4
Turdus amaurochalinus;Turdidae;2001-08-12;I;A;21;11;3.37;2.06;0.75;1.25;4.64;8.73;60.4
Turdus amaurochalinus;Turdidae;2001-08-12;I;A;22;11;3.36;1.95;0.21;1.34;4.56;8.32;56.4
Turdus amaurochalinus;Turdidae;2001-08-12;I;A;21.8;11.1;3.36;1.9;0.62;1.3;4.62;8.64;63.4
Turdus amaurochalinus;Turdidae;2001-08-12;I;A;22.5;11.5;3.35;1.93;0.65;1.15;4.64;9.24;67.4
Turdus amaurochalinus;Turdidae;2001-08-18;I;A;23.8;10;3.4;0.81;0.74;1.02;4.94;9.42;61.4
Turdus amaurochalinus;Turdidae;2001-08-18;I;A;23;11;3.5;2.03;0.66;1.17;4.65;9.37;63.4
Turdus amaurochalinus;Turdidae;2001-08-18;I;A;21.5;11.4;3.26;2.06;0.64;1.06;4.94;8.7;76.4
Turdus amaurochalinus;Turdidae;2001-08-18;I;A;-;-;3.47;1.9;0.68;1.12;5.16;19.67;62.4
Turdus amaurochalinus;Turdidae;2001-08-19;I;A;21.5;10.5;2.84;2.11;0.74;1.55;4.71;8.55;55.4
Turdus amaurochalinus;Turdidae;2001-08-19;I;A;22.3;12;3.63;1.85;0.73;0.95;4.65;9.62;65.5
Turdus amaurochalinus;Turdidae;2001-08-19;I;A;21.5;10;3.64;1.96;0.62;1.2;4.77;8.7;56.4
Turdus amaurochalinus;Turdidae;2001-08-19;I;A;-;-;-;-;-;-;-;-;64.4
Turdus amaurochalinus;Turdidae;2001-09-08;M;A;22;12;3.67;2.22;0.68;1.33;4.21;9.51;54.4
Turdus amaurochalinus;Turdidae;2001-09-08;I;A;22.2;11.6;3.63;1.9;0.66;1.08;4.4;10.1;51.4
Turdus amaurochalinus;Turdidae;2001-09-08;M;A;21.6;10.9;3.65;2.04;0.59;1.41;4.6;8.83;68.4
Turdus amaurochalinus;Turdidae;2001-09-08;I;A;21;10.6;3.07;1.89;0.79;1.29;4.88;7.54;63.4
Turdus amaurochalinus;Turdidae;2001-09-09;I;A;22;11.1;3.47;2.1;0.63;1.13;4.48;8.08;56.4
Turdus amaurochalinus;Turdidae;2001-09-09;I;A;21;11.3;3.24;1.83;0.62;1.34;4.22;8.06;50
Turdus amaurochalinus;Turdidae;2001-10-13;I;A;-;-;-;-;-;-;-;-;61.2
Turdus amaurochalinus;Turdidae;2001-10-13;M;A;-;-;-;-;-;-;-;-;61.7
Turdus amaurochalinus;Turdidae;2001-10-13;M;A;-;-;-;-;-;-;-;-;60
Turdus amaurochalinus;Turdidae;2001-10-13;M;A;-;-;-;-;-;-;-;-;58.9
Turdus amaurochalinus;Turdidae;2001-10-13;M;A;-;-;-;-;-;-;-;-;59
Turdus amaurochalinus;Turdidae;2001-10-13;M;A;22.7;11;3.43;1.89;0.75;1.35;4.76;8.44;64.3
Turdus amaurochalinus;Turdidae;2001-10-13;I;A;22;11.7;3.19;1.71;0.71;1.26;4.68;10.26;63.3
Turdus amaurochalinus;Turdidae;2001-10-13;M;A;22.5;11.5;3.9;1.8;0.75;1.75;4.6;9.46;61.4
Turdus amaurochalinus;Turdidae;2001-10-13;M;A;-;-;-;-;-;-;-;-;57.4
Turdus amaurochalinus;Turdidae;2001-10-14;F;A;-;-;-;-;-;-;-;-;70
Turdus amaurochalinus;Turdidae;2001-10-14;F;A;-;-;-;-;-;-;-;-;69.7
Turdus amaurochalinus;Turdidae;2001-11-13;I;A;22.2;11;3.33;2.16;0.67;0.7;4.64;11.31;60.5
Turdus amaurochalinus;Turdidae;2001-11-18;M;A;-;-;-;-;-;-;-;-;61.4
Turdus amaurochalinus;Turdidae;2001-11-18;I;A;-;-;-;-;-;-;-;-;58.4
Turdus amaurochalinus;Turdidae;2001-12-11;I;J;-;-;-;-;-;-;-;-;58.5
Turdus amaurochalinus;Turdidae;2002-01-21;I;A;20.8;10.39;3.12;1.64;0.61;1.1;4.65;9.51;60.5
Turdus amaurochalinus;Turdidae;2002-01-21;I;A;-;-;-;-;-;-;-;-;58.5
Turdus amaurochalinus;Turdidae;2002-01-21;I;J;-;-;-;-;-;-;-;-;52.5
Turdus amaurochalinus;Turdidae;2002-01-21;I;A;-;-;-;-;-;-;-;-;62.5
Turdus amaurochalinus;Turdidae;2002-01-21;I;A;-;-;-;-;-;-;-;-;60.4
Turdus amaurochalinus;Turdidae;2002-01-21;I;A;-;-;-;-;-;-;-;-;56.5
Turdus amaurochalinus;Turdidae;2002-01-22;I;J;-;-;-;-;-;-;-;-;54.4
Turdus amaurochalinus;Turdidae;2002-01-22;I;J;-;-;-;-;-;-;-;-;57.4
Turdus amaurochalinus;Turdidae;2002-03-16;M;A;-;-;-;-;-;-;-;-;57
Turdus amaurochalinus;Turdidae;2002-03-16;I;J;22.8;12;3.44;1.59;0.55;1.12;4.5;9.98;63
Turdus amaurochalinus;Turdidae;2002-03-19;I;J;-;-;-;-;-;-;-;-;52.5
Turdus amaurochalinus;Turdidae;2002-03-19;M;A;-;-;-;-;-;-;-;-;52
Turdus amaurochalinus;Turdidae;2002-03-19;F;A;-;-;-;-;-;-;-;-;60
Turdus amaurochalinus;Turdidae;2002-03-19;M;A;23.6;11.53;3.52;1.69;0.63;1.2;4.69;9.77;55
Turdus amaurochalinus;Turdidae;2002-04-20;I;A;21.6;11.5;3.34;1.66;0.64;1.09;4.6;9.63;59.6
Turdus amaurochalinus;Turdidae;2002-04-20;I;A;-;-;-;-;-;-;-;-;60.5
Turdus amaurochalinus;Turdidae;2002-05-29;I;A;-;11.1;-;-;-;-;-;-;60.7
Turdus amaurochalinus;Turdidae;2002-05-30;I;A;22;11.5;3.21;1.71;0.66;1.15;4.71;8.22;64.7
Turdus amaurochalinus;Turdidae;2002-05-30;I;J;14.7;10.6;3.32;1.84;0.81;0.98;4.45;-;50.7
Turdus amaurochalinus;Turdidae;2002-06-17;I;A;21.8;12.1;3.24;1.72;0.6;1.26;4.62;9;64
Turdus amaurochalinus;Turdidae;2002-07-11;M;A;-;-;-;-;-;-;-;-;64
Turdus amaurochalinus;Turdidae;2002-07-12;I;A;-;-;-;-;-;-;-;-;62
Turdus amaurochalinus;Turdidae;2002-07-12;I;A;-;-;-;-;-;-;-;-;61
Turdus amaurochalinus;Turdidae;2002-07-12;I;A;-;-;-;-;-;-;-;-;50
Turdus amaurochalinus;Turdidae;2002-07-12;I;A;-;-;-;-;-;-;-;-;61.8
Turdus amaurochalinus;Turdidae;2002-07-14;M;A;-;-;-;-;-;-;-;-;62.8
Turdus amaurochalinus;Turdidae;2002-11-28;M;A;21.5;11;3.2;1.82;0.78;1.2;4.75;9;62.6
Turdus amaurochalinus;Turdidae;2002-11-28;I;J;-;-;-;-;-;-;-;-;54
Turdus amaurochalinus;Turdidae;2002-11-28;I;A;22;10.05;4.07;2.53;0.62;1.39;4.72;9.03;60
Turdus amaurochalinus;Turdidae;2002-11-28;M;A;21.5;11;2.91;1.95;0.62;1.36;4.87;9.45;55
Turdus amaurochalinus;Turdidae;2003-05-10;I;J;19.8;10.7;2.97;1.79;0.58;0.4;4.83;8.44;49.5
Turdus amaurochalinus;Turdidae;2004-10-16;F;A;20.5;11.5;2.95;2.08;0.7;1.33;7;8.38;68
Turdus amaurochalinus;Turdidae;2004-10-16;M;A;-;-;-;-;-;-;-;-;61
Turdus amaurochalinus;Turdidae;2004-10-16;I;A;-;-;-;-;-;-;-;-;56
Turdus amaurochalinus;Turdidae;2005-11-19;I;A;-;-;-;-;-;-;-;-;68
Turdus amaurochalinus;Turdidae;2006-12-20;I;A;22;11.5;2.99;1.84;0.34;0.73;4.4;8.98;61.3
Turdus amaurochalinus;Turdidae;2009-10-24;I;A;23;11.5;3.33;2.5;0.83;1.42;4.82;9.78;60.4
Turdus amaurochalinus;Turdidae;2009-10-24;I;A;22.1;11.5;3.41;2.56;0.72;1.27;4.67;8.68;58.5
Turdus leucomelas;Turdidae;2000-02-27;I;A;25.4;12;3.7;1.98;0.63;1.1;4.96;9.94;70
Turdus leucomelas;Turdidae;2000-08-05;I;A;20.5;12.3;3.42;2.01;0.72;1.29;4.83;9.66;59.1
Turdus leucomelas;Turdidae;2000-08-15;I;A;23.5;12.5;3.39;1.26;0.69;1.46;4.93;10.66;69
Turdus leucomelas;Turdidae;2000-08-19;I;A;18.5;11.5;3.63;1.72;0.7;0.22;4.98;9.24;-
Turdus leucomelas;Turdidae;2000-08-19;I;A;-;-;3.3;2.46;0.9;1.32;5.52;9.75;64.7
Turdus leucomelas;Turdidae;2000-10-21;I;A;22.5;12;3.5;1.9;0.7;1.65;5.4;10.3;77
Turdus leucomelas;Turdidae;2000-10-29;I;A;23.1;12.3;3.35;2.36;0.76;1.41;5.14;10.7;68.8
Turdus leucomelas;Turdidae;2001-08-11;I;A;22.8;12;3.44;2.13;0.64;1.15;5.04;10.3;66.2
Turdus leucomelas;Turdidae;2001-08-12;I;A;24;12.4;3.03;1.9;0.67;1.24;4.84;10.06;67.4
Turdus leucomelas;Turdidae;2001-08-18;I;A;23;12.1;3.3;1.82;0.67;1.23;5.02;12;71.4
Turdus leucomelas;Turdidae;2001-09-09;I;A;23.5;11.5;3.35;2.86;0.68;1.22;5;9.45;62.4
Turdus leucomelas;Turdidae;2001-10-13;I;A;25.5;14.5;3.51;1.92;0.62;1.06;5.6;10.82;32.3
Turdus leucomelas;Turdidae;2001-10-13;I;A;25;12;3.47;1.96;0.77;1.15;5.04;9.76;63.4
Turdus leucomelas;Turdidae;2001-11-13;I;I;23.5;12.3;3.23;2.18;0.65;0.76;5.02;10.88;67.5
Turdus leucomelas;Turdidae;2002-01-20;I;J;18;11;3.15;1.76;0.67;1.85;4.55;-;61
Turdus leucomelas;Turdidae;2002-01-21;I;J;19;9.2;3.4;1.85;0.65;1.53;4.6;5.5;60
Turdus leucomelas;Turdidae;2002-01-21;I;J;21;10.5;3.19;1.67;0.63;1.34;4.55;8.73;58.6
Turdus leucomelas;Turdidae;2002-01-22;I;J;-;-;-;-;-;-;-;-;61
Turdus leucomelas;Turdidae;2002-02-07;I;J;-;-;-;-;-;-;-;-;58
Turdus leucomelas;Turdidae;2002-04-20;I;A;22.5;12;3.34;1.76;0.66;1.37;5;9.77;68.5
Turdus leucomelas;Turdidae;2002-04-21;I;A;24;12;3.48;1.7;0.66;1.43;4.74;9.92;70
Turdus leucomelas;Turdidae;2002-04-21;I;J;21.5;10.5;3.11;1.76;0.66;1.43;4.74;8.63;61.5
Turdus leucomelas;Turdidae;2002-06-16;I;A;24;12;3.24;1.94;0.71;1.42;5.12;10.9;68.1
Turdus leucomelas;Turdidae;2002-07-11;I;A;-;-;-;-;-;-;-;-;64
Turdus leucomelas;Turdidae;2002-07-11;I;A;-;-;-;-;-;-;-;-;70
Turdus leucomelas;Turdidae;2002-07-14;I;A;-;-;-;-;-;-;-;-;71.8
Turdus leucomelas;Turdidae;2002-11-28;I;I;-;-;3.86;1.87;0.68;-;4.82;8.96;-
Turdus leucomelas;Turdidae;2002-11-29;I;A;-;-;-;-;-;-;-;-;70.6
Turdus leucomelas;Turdidae;2002-11-29;I;J;-;-;-;-;-;-;-;-;59
Turdus leucomelas;Turdidae;2004-10-16;I;A;-;-;-;-;-;-;-;-;52
Turdus leucomelas;Turdidae;2004-10-16;I;A;23;12.5;3.95;2.2;0.7;1.44;5.08;11.2;61
Turdus leucomelas;Turdidae;2005-05-07;I;A;23.1;11.9;3.41;1.84;0.6;0.96;4.79;7.5;63
Turdus leucomelas;Turdidae;2005-05-07;I;A;24.1;12.2;3.97;2.72;1.78;1.66;5.21;10.49;68
Turdus rufiventris;Turdidae;1999-05-29;I;A;24.5;11.9;3.57;1.86;0.63;-;-;10.6;-
Turdus rufiventris;Turdidae;2000-10-21;I;A;23.8;11.4;4.17;2.4;0.67;1.63;5.13;10.82;64.7
Turdus rufiventris;Turdidae;2001-07-17;I;A;26;11.6;3.64;1.94;0.76;1.35;4.98;10.64;71
Turdus rufiventris;Turdidae;2001-08-18;I;A;23.5;12.8;3.28;1.85;0.76;1.79;5.27;10.51;72.4
Turdus rufiventris;Turdidae;2001-10-14;I;A;-;-;-;-;-;-;-;-;68.7
Turdus rufiventris;Turdidae;2001-11-18;I;A;-;-;-;-;-;-;-;-;80.4
Turdus rufiventris;Turdidae;2002-03-03;I;A;-;12.1;3.71;1.41;0.59;1.52;-;-;80.5
Turdus rufiventris;Turdidae;2002-03-03;I;A;-;-;-;-;-;-;-;-;78.5
Turdus rufiventris;Turdidae;2005-05-07;I;A;22.6;11.3;3.21;2.57;0.66;1.54;5.24;9.66;68
Turdus rufiventris;Turdidae;2006-05-06;I;A;23;11.5;3.22;1.91;0.51;1.33;4.85;9.59;69.2
Turdus rufiventris;Turdidae;2009-10-24;I;A;26;12.5;1.2;2.46;0.78;1.45;5.46;11.85;79
Tyrannus albogularis;Tyrannidae;2000-09-10;I;A;20;10.6;1.78;1.91;0.68;1.55;4.28;9.27;36.2
Tyrannus albogularis;Tyrannidae;2000-12-18;I;A;20.6;10.7;1.83;2;0.75;1.58;4.52;8.95;39.1
Tyrannus melancholicus;Tyrannidae;2000-09-09;I;A;20.7;11;1.81;2.01;0.77;1.35;4.63;9.42;38.7
Tyrannus melancholicus;Tyrannidae;2000-09-09;I;A;21.3;11;1.86;2.04;0.76;1.42;4.53;9.59;39.7
Tyrannus melancholicus;Tyrannidae;2000-09-09;I;A;21.6;11.2;1.84;2.23;0.81;1.54;4.77;9.66;40
Tyrannus melancholicus;Tyrannidae;2000-09-09;I;A;20.5;11.6;1.87;2.17;0.75;1.39;4.7;9.75;39.2
Tyrannus melancholicus;Tyrannidae;2000-09-09;I;A;20;10.8;1.84;2.29;0.82;1.6;4.85;9.9;39.1
Tyrannus melancholicus;Tyrannidae;2000-12-17;I;A;-;-;-;-;-;-;-;-;42.7
Tyrannus melancholicus;Tyrannidae;2001-11-13;I;A;-;-;-;-;-;-;-;-;41
Tyrannus melancholicus;Tyrannidae;2001-11-18;I;A;-;-;-;-;-;-;-;-;39.4
Tyrannus melancholicus;Tyrannidae;2001-12-11;I;A;-;-;-;-;-;-;-;-;39.5
Tyrannus melancholicus;Tyrannidae;2002-01-21;I;A;20.3;10.4;1.74;2.1;0.74;1.69;4.77;8.85;35.5
Tyrannus melancholicus;Tyrannidae;2002-02-06;I;J;-;10.5;2.08;1.86;0.89;1.5;4.74;8;35.7
Tyrannus melancholicus;Tyrannidae;2002-02-07;I;J;-;-;-;-;-;-;-;-;36.1
Tyrannus melancholicus;Tyrannidae;2004-10-16;I;A;21.3;11.2;2.18;2.09;1.35;1.31;4.98;9.9;39
Tyrannus melancholicus;Tyrannidae;2004-10-16;I;A;21.01;11;1.31;2.29;0.83;1.42;4.62;9.27;41
Tyrannus melancholicus;Tyrannidae;2005-02-26;I;A;19;-;-;-;-;-;-;-;37.9
Tyrannus melancholicus;Tyrannidae;2005-11-19;I;A;-;-;-;-;-;-;-;-;39.2
