taxon_name;family_name;date;sex;age;length;rwing;rtarsu;blenght;bheight;bwidth;occiput;tail;bmass
Ammodramus humeralis;Passerellidae;1999-02-07;I;I;-;6;1.98;1.15;0.59;-;-;4.66;17.5
Ammodramus humeralis;Passerellidae;1999-02-28;I;A;-;5.6;2;1.37;0.6;-;-;4.2;-
Ammodramus humeralis;Passerellidae;1999-02-28;I;A;10;5.5;-;1.47;0.64;-;-;4.25;16
Ammodramus humeralis;Passerellidae;1999-02-28;I;A;11.3;5.6;1.92;1.24;0.65;-;-;4.2;17
Ammodramus humeralis;Passerellidae;1999-02-28;I;A;12.5;5.4;1.88;1.1;0.59;-;-;4.84;15.5
Ammodramus humeralis;Passerellidae;1999-02-28;I;I;11.8;6.2;1.95;1.06;0.62;-;-;4.5;18.5
Ammodramus humeralis;Passerellidae;1999-02-28;I;A;12;5.8;1.98;1.09;0.62;-;-;4.62;16
Ammodramus humeralis;Passerellidae;1999-02-28;I;A;13;-;-;1.1;0.64;-;-;4.1;18
Ammodramus humeralis;Passerellidae;1999-03-06;I;A;13.4;5.7;1.94;1.11;0.57;-;-;4.74;19
Ammodramus humeralis;Passerellidae;1999-03-06;I;A;10;5.5;1.91;1.14;0.62;-;-;-;17
Ammodramus humeralis;Passerellidae;1999-03-07;I;I;11.5;5.3;1.91;1.07;0.58;-;-;4.07;15.5
Ammodramus humeralis;Passerellidae;1999-03-23;I;A;11.7;5.6;1.76;1;0.62;-;-;3.81;17
Ammodramus humeralis;Passerellidae;1999-03-23;I;A;11.9;5.7;1.94;1.06;0.63;-;-;4.7;14.5
Ammodramus humeralis;Passerellidae;1999-05-01;I;A;12.8;5.9;2;1.2;0.61;-;-;5.01;17
Ammodramus humeralis;Passerellidae;1999-05-01;I;A;13.2;5.8;2.07;1.12;0.68;-;-;4.49;18
Ammodramus humeralis;Passerellidae;1999-05-01;I;A;12.6;5.7;1.94;1.26;0.62;0.81;2.77;4.18;18
Ammodramus humeralis;Passerellidae;1999-07-10;I;A;11.1;5.5;1.95;1.19;0.69;0.79;-;4.48;15.5
Ammodramus humeralis;Passerellidae;1999-08-29;I;A;11.6;5.9;2.21;1.15;0.65;0.68;2.89;4.88;18
Ammodramus humeralis;Passerellidae;1999-11-06;I;A;11.7;5.7;1.95;1.22;0.63;0.8;2.84;4.7;17
Ammodramus humeralis;Passerellidae;1999-11-06;I;A;11.9;5.6;2.05;1.28;0.66;0.73;2.91;4.79;17
Ammodramus humeralis;Passerellidae;1999-11-06;I;A;11.7;6;1.09;1.23;0.63;0.8;2.82;4.99;17.5
Ammodramus humeralis;Passerellidae;1999-11-06;I;A;11.4;5.6;1.96;1.12;0.61;0.79;2.87;4.74;18
Ammodramus humeralis;Passerellidae;1999-11-06;I;A;11.8;5.6;1.96;1;0.58;0.72;2.81;5.15;18
Ammodramus humeralis;Passerellidae;2000-02-19;I;A;11.6;5.8;1.97;1.21;0.64;0.84;2.77;4.92;18.5
Ammodramus humeralis;Passerellidae;2000-02-20;I;A;11.3;5.6;2.04;1.24;0.66;0.89;2.83;4.72;17.5
Ammodramus humeralis;Passerellidae;2000-08-05;I;A;12.7;5.6;1.91;1.06;0.63;0.72;2.8;4.74;15.2
Ammodramus humeralis;Passerellidae;2000-08-06;I;A;11.7;5.7;1.89;1.11;0.65;0.82;2.81;4.83;16.1
Ammodramus humeralis;Passerellidae;2000-08-06;I;A;12;5.9;1.95;1.08;0.65;0.86;3.9;4.82;16.6
Ammodramus humeralis;Passerellidae;2000-08-06;I;A;12;6;2;1.16;0.64;0.79;2.83;4.98;-
Ammodramus humeralis;Passerellidae;2000-08-20;I;A;11.7;-;1.94;1.1;0.68;0.91;2.92;4.7;17.8
Ammodramus humeralis;Passerellidae;2000-09-16;I;A;12;5.8;2.07;1.05;0.68;0.79;2.94;4.68;17.7
Ammodramus humeralis;Passerellidae;2000-09-17;I;A;13.5;6.5;1.96;1.26;0.63;0.59;2.86;4.34;18
Ammodramus humeralis;Passerellidae;2000-09-17;I;A;13;6.7;2.13;1.43;0.72;0.62;2.77;4.42;19.3
Ammodramus humeralis;Passerellidae;2000-10-07;I;A;12;5.8;1.89;1.09;0.64;0.88;2.74;5.05;16.8
Ammodramus humeralis;Passerellidae;2000-10-07;I;A;12;5.7;1.94;1.01;0.61;0.74;2.89;4.63;15.6
Ammodramus humeralis;Passerellidae;2000-10-21;I;A;13;5.6;1.76;1.21;0.65;0.62;2.1;4.56;17.7
Ammodramus humeralis;Passerellidae;2001-01-09;I;A;12;5.8;1.93;1.11;0.68;0.87;2.94;4.46;16.4
Ammodramus humeralis;Passerellidae;2001-04-09;I;A;11.7;5.6;1.91;1.15;0.72;0.94;2.83;4.62;16.9
Ammodramus humeralis;Passerellidae;2001-04-09;I;A;11.9;5.7;2;1.28;0.76;0.8;2.8;4.89;17.6
Ammodramus humeralis;Passerellidae;2001-04-09;I;A;11.6;5.6;1.96;1.01;0.57;0.91;2.74;4.42;16.4
Ammodramus humeralis;Passerellidae;2001-04-09;I;A;11.6;5.5;1.92;1.09;0.68;0.89;2.83;4.63;17.8
Ammodramus humeralis;Passerellidae;2001-04-09;I;A;11.9;5.7;2.02;1.24;0.64;0.77;2.89;4.66;16.7
Ammodramus humeralis;Passerellidae;2005-02-26;I;A;12.8;-;-;-;-;-;-;-;18.9
Ammodramus humeralis;Passerellidae;2005-02-27;M;A;12.4;5.6;2.08;1.09;1.23;0.94;2.97;4.5;17.4
Ammodramus humeralis;Passerellidae;2005-02-27;M;A;12;-;-;-;-;-;-;-;18.4
Ammodramus humeralis;Passerellidae;2005-02-27;F;A;11.9;-;-;-;-;-;-;-;18.1
Ammodramus humeralis;Passerellidae;2005-02-27;M;A;12.5;-;-;-;-;-;-;-;18.4
Ammodramus humeralis;Passerellidae;2005-02-27;M;A;12;5.5;1.83;1.11;0.66;0.96;2.77;4.38;17.2
Ammodramus humeralis;Passerellidae;2005-02-27;F;A;12.1;-;-;-;-;-;-;-;17.7
Ammodramus humeralis;Passerellidae;2005-02-27;M;A;12.1;5.4;1.9;1.31;0.7;0.96;2.94;4.64;19.2
Ammodramus humeralis;Passerellidae;2005-02-27;F;A;11.9;5.4;1.95;1.11;0.64;0.91;1.89;4.42;17.9
Ammodramus humeralis;Passerellidae;2005-03-09;M;A;12.5;5.8;2.02;1.14;0.68;0.99;2.98;4.57;17.5
Ammodramus humeralis;Passerellidae;2005-03-09;F;A;11.7;5.5;1.97;1.19;0.69;0.89;2.88;4.27;17
Ammodramus humeralis;Passerellidae;2005-03-09;I;A;12.2;5.6;2.03;1.14;0.66;0.96;2.92;4.66;18
Ammodramus humeralis;Passerellidae;2005-03-09;I;A;12;5.9;2.03;1.22;0.73;0.91;2.9;4.55;17
Ammodramus humeralis;Passerellidae;2005-03-09;M;A;-;5.6;1.98;1.14;0.61;0.96;2.9;4.58;17
Ammodramus humeralis;Passerellidae;2005-03-10;I;A;13;5.8;1.99;1.13;0.64;0.87;2.89;4.62;16.5
Ammodramus humeralis;Passerellidae;2005-03-10;F;A;12.3;5.6;2.07;1.18;0.62;0.95;2.95;4.8;18
Ammodramus humeralis;Passerellidae;2005-03-10;I;A;12;5.8;2.02;1.19;0.64;0.95;2.97;4.9;17.5
Ammodramus humeralis;Passerellidae;2005-03-10;F;A;11.5;5.5;1.96;1.07;0.64;0.93;2.89;4.22;16.5
Ammodramus humeralis;Passerellidae;2005-03-10;I;A;11.5;5.5;1.97;1.18;0.61;0.91;2.86;4.57;18.5
Ammodramus humeralis;Passerellidae;2005-03-10;I;A;13;5.8;2.02;1.16;0.64;0.91;3.03;5.07;17.5
Ammodramus humeralis;Passerellidae;2005-04-05;I;A;12.3;5.7;1.88;1.11;0.63;0.93;2.86;4.74;16
Ammodramus humeralis;Passerellidae;2005-04-05;I;A;11;5.6;2;1.1;0.68;0.93;2.9;-;18
Ammodramus humeralis;Passerellidae;2005-04-05;I;A;12;5.9;2;1.14;0.68;0.88;2.93;-;19
Ammodramus humeralis;Passerellidae;2005-04-06;I;I;12;5.5;1.93;1.15;0.58;0.95;2.89;4.58;15.9
Ammodramus humeralis;Passerellidae;2005-04-06;I;A;12.2;5.6;2.04;1.09;0.64;0.86;2.87;4.58;17.5
Ammodramus humeralis;Passerellidae;2005-04-06;I;A;12.1;5.6;1.9;1.1;0.82;0.82;2.83;4.83;17.5
Ammodramus humeralis;Passerellidae;2006-12-21;I;A;-;-;-;-;-;-;-;-;16.6
Anthracothorax nigricollis;Trochilidae;2002-11-28;F;A;-;-;-;-;-;-;-;-;7.1
Antilophia galeata;Pipridae;1999-05-30;M;J;16.3;7.8;2.02;1.03;0.42;-;-;1.11;20
Antilophia galeata;Pipridae;1999-09-19;F;A;15;7.6;2;0.98;0.45;1.11;3.2;6.75;25
Antilophia galeata;Pipridae;2000-08-15;M;A;15.6;7.9;2.11;1.81;0.4;1.17;3.27;6.75;21.4
Antilophia galeata;Pipridae;2001-10-13;F;A;-;-;-;-;-;-;-;-;21.2
Antilophia galeata;Pipridae;2001-10-13;F;A;-;-;-;-;-;-;-;-;19.2
Antilophia galeata;Pipridae;2001-11-18;F;A;-;-;-;-;-;-;-;-;39.4
Antilophia galeata;Pipridae;2002-04-20;M;J;16.5;8.1;2.24;0.63;0.44;0.96;3.3;6.6;21.5
Antilophia galeata;Pipridae;2002-04-21;F;A;14;7.2;1.92;0.66;0.43;1.06;3.02;5.69;19.7
Antilophia galeata;Pipridae;2002-06-16;F;A;14.5;7.5;1.94;0.87;0.45;0.65;3.28;6.12;20.4
Antilophia galeata;Pipridae;2002-11-28;F;A;14.7;8.1;2.54;0.97;0.41;1.07;3.11;6.45;21.2
Antilophia galeata;Pipridae;2002-11-28;F;A;14.2;7.4;2.46;1.16;0.99;1.03;3.35;5.44;21.5
Antilophia galeata;Pipridae;2002-11-29;F;A;-;-;-;-;-;-;-;-;21
Antilophia galeata;Pipridae;2007-03-31;I;J;13.6;7.9;2.19;1.07;0.42;0.94;3.23;5.41;19.2
Anumbius annumbi;Furnariidae;1999-05-01;I;A;18.2;7.9;2.5;1.22;0.53;-;-;9.22;-
Anumbius annumbi;Furnariidae;2000-11-20;I;A;18;8.3;2.54;1.7;0.61;1.09;4.19;8.57;47.1
Arundinicola leucocephala;Tyrannidae;1999-08-28;F;A;12.5;6;1.81;1.51;0.44;0.99;3.6;4.59;13.5
Arundinicola leucocephala;Tyrannidae;1999-08-29;F;A;13.4;6.1;2.11;1.46;0.46;1.03;3.62;4.56;15
Basileuterus culicivorus;Parulidae;2000-02-04;I;A;11.8;5.7;1.98;0.97;0.39;0.76;2.95;5.57;10
Basileuterus culicivorus;Parulidae;2000-02-04;I;A;11;5.6;2.11;1.04;0.38;0.72;2.82;5.34;9.5
Basileuterus culicivorus;Parulidae;2000-08-15;I;A;11.9;5.9;2.03;0.97;0.43;0.73;2.88;5.67;10.3
Basileuterus culicivorus;Parulidae;2000-08-15;I;A;11.6;5.7;1.98;1.07;0.39;0.65;2.8;5.62;9.2
Basileuterus culicivorus;Parulidae;2001-03-21;I;A;12.1;5.9;1.88;0.99;0.37;0.71;2.69;5.88;9.9
Calliphlox amethystina;Trochilidae;1999-10-24;F;I;6.65;-;-;1.99;-;-;-;-;2.8
Calliphlox amethystina;Trochilidae;2000-03-18;F;A;6.4;-;-;1.42;-;-;2.7;1.76;2.5
Calliphlox amethystina;Trochilidae;2000-03-18;M;A;8.4;-;-;1.87;-;-;3.16;2.91;3.4
Calliphlox amethystina;Trochilidae;2000-03-18;M;A;9;-;-;1.84;-;-;-;3;-
Calliphlox amethystina;Trochilidae;2000-03-18;M;A;8.3;-;-;2.04;-;-;3.16;3.12;3.6
Calliphlox amethystina;Trochilidae;2000-03-18;M;A;8.6;-;-;1.98;-;-;3.38;3.06;4
Calliphlox amethystina;Trochilidae;2000-08-19;I;A;7.1;3.5;-;1.4;-;-;2.65;2.26;2.4
Calliphlox amethystina;Trochilidae;2000-10-21;F;A;6.7;3.25;-;1.53;-;-;2.75;2.16;2.4
Calliphlox amethystina;Trochilidae;2000-10-21;I;A;7;3.4;-;1.34;-;-;2.55;2.07;2.5
Calliphlox amethystina;Trochilidae;2000-10-21;I;A;7;3.3;-;1.34;-;-;2.6;2.2;2.7
Calliphlox amethystina;Trochilidae;2000-10-21;I;A;6.5;3.3;-;1.57;-;-;2.73;2.04;2.3
Calliphlox amethystina;Trochilidae;2000-10-21;F;A;6.7;3.5;-;1.8;-;-;2.71;1.94;2.7
Calliphlox amethystina;Trochilidae;2001-10-13;F;A;-;-;-;-;-;-;-;-;2.8
Camptostoma obsoletum;Tyrannidae;1999-09-26;I;A;11;5.7;1.88;1.08;0.33;0.72;2.71;5.15;9
Camptostoma obsoletum;Tyrannidae;1999-09-26;I;A;11.1;6.1;1.69;1.02;0.33;0.74;2.49;5.87;9
Camptostoma obsoletum;Tyrannidae;2000-08-14;I;A;10.2;5.4;1.54;0.77;0.31;0.67;2.31;4.59;7.7
Camptostoma obsoletum;Tyrannidae;2000-09-17;I;A;10.5;5.8;1.5;0.77;0.29;0.73;2.4;4.91;7.8
Camptostoma obsoletum;Tyrannidae;2000-10-21;I;A;9.8;5.3;1.66;0.68;0.32;0.77;2.75;4.3;6.9
Camptostoma obsoletum;Tyrannidae;2000-12-17;I;A;-;-;-;-;-;-;-;-;8.2
Camptostoma obsoletum;Tyrannidae;2000-12-17;I;A;-;-;-;-;-;-;-;-;7.7
Camptostoma obsoletum;Tyrannidae;2001-01-29;I;A;13;6.8;1.66;1.13;0.35;0.93;2.92;5.83;15
Camptostoma obsoletum;Tyrannidae;2001-10-13;I;A;-;-;-;-;-;-;-;-;6.4
Camptostoma obsoletum;Tyrannidae;2002-01-21;I;J;13.3;6.7;1.65;0.63;0.35;1.05;2.92;5.56;14.5
Camptostoma obsoletum;Tyrannidae;2002-02-06;I;A;-;-;-;-;-;-;-;-;9
Camptostoma obsoletum;Tyrannidae;2006-12-20;I;J;10.1;5.2;1.4;0.97;0.5;0.66;2.35;4.4;7.6
Certhiaxis cinnamomeus;Furnariidae;1999-07-11;I;A;16.5;7;2.14;1.39;0.39;0.63;-;7.96;16
Certhiaxis cinnamomeus;Furnariidae;1999-07-11;I;A;14;6;2.13;1.65;0.39;0.78;-;6.71;15
Certhiaxis cinnamomeus;Furnariidae;1999-08-28;I;A;14.4;6.5;2.19;1.55;0.51;0.64;3.44;7.5;15
Certhiaxis cinnamomeus;Furnariidae;1999-08-29;I;A;12.5;5.9;2.1;1.4;0.48;0.65;3.47;5.09;14
Certhiaxis cinnamomeus;Furnariidae;1999-09-25;I;A;13.6;5.9;2.08;1.55;0.41;0.65;3.8;6.51;15
Certhiaxis cinnamomeus;Furnariidae;1999-09-25;I;A;15;6;2.13;1.75;0.4;0.75;3.46;6.82;16
Certhiaxis cinnamomeus;Furnariidae;2000-08-06;I;A;15;6.3;2.12;1.42;0.41;0.77;3.75;7.22;23.4
Certhiaxis cinnamomeus;Furnariidae;2000-08-20;I;A;13.7;5.9;2.1;1.5;0.38;0.76;3.56;5.9;15
Certhiaxis cinnamomeus;Furnariidae;2000-12-16;I;A;-;-;-;-;-;-;-;-;15.7
Certhiaxis cinnamomeus;Furnariidae;2005-02-27;I;A;14.9;-;-;-;-;-;-;-;13.2
Certhiaxis cinnamomeus;Furnariidae;2006-12-20;I;I;-;-;2.04;1.69;0.43;0.58;3.5;-;-
Chionomesa lactea;Trochilidae;1999-11-20;M;A;8.3;5.4;-;1.75;-;-;3.05;-;4
Chionomesa lactea;Trochilidae;2000-10-21;I;A;7.8;5.2;-;1.89;-;-;3.24;-;3.7
Chionomesa lactea;Trochilidae;2001-01-29;I;A;8.5;5;-;1.85;-;-;3.29;3.03;3.5
Chionomesa lactea;Trochilidae;2001-08-12;I;I;-;-;-;-;-;-;-;-;4.1
Chionomesa lactea;Trochilidae;2001-08-18;M;I;-;-;-;-;-;-;-;-;3.9
Chionomesa lactea;Trochilidae;2001-12-11;I;A;-;-;-;-;-;-;-;-;3.9
Chionomesa lactea;Trochilidae;2002-05-29;M;A;-;-;-;-;-;-;-;-;4.1
Chionomesa lactea;Trochilidae;2002-06-16;M;A;-;-;-;-;-;-;-;-;5.1
Chionomesa lactea;Trochilidae;2002-06-16;M;A;-;-;-;-;-;-;-;-;4.1
Chionomesa lactea;Trochilidae;2002-06-17;M;A;-;-;-;-;-;-;-;-;3.1
Chionomesa lactea;Trochilidae;2002-07-11;M;A;-;-;-;-;-;-;-;-;3.2
Chionomesa lactea;Trochilidae;2002-07-11;M;A;-;-;-;-;-;-;-;-;2.3
Chionomesa lactea;Trochilidae;2002-07-11;M;A;-;-;-;-;-;-;-;-;3.3
Chionomesa lactea;Trochilidae;2002-07-11;M;A;-;-;-;-;-;-;-;-;2.7
Chloroceryle amazona;Alcedinidae;1999-05-30;F;A;31.7;14.1;1.35;6.29;1.67;;;2.47;
Chloroceryle americana;Alcedinidae;1999-05-30;F;A;20.5;8.5;0.84;4.23;0.92;;;;30
Chloroceryle americana;Alcedinidae;2000-02-04;M;A;18.8;8.3;1.05;4.16;0.98;1.4;6.76;6.28;30.5
Chloroceryle americana;Alcedinidae;2000-10-21;F;A;19.3;8.1;1.04;4.4;0.95;1.65;6.63;6.48;33.7
Chloroceryle americana;Alcedinidae;2001-01-09;F;A;20;8.1;1;3.69;0.98;1.57;6.47;6;33.2
Chloroceryle americana;Alcedinidae;2001-01-29;F;A;19.5;8.2;0.94;3.92;1.05;1.55;6.78;6.26;31.6
Chloroceryle americana;Alcedinidae;2002-05-29;F;A;21.6;8.7;0.97;4.91;0.92;0.76;7.5;6.21;33.9
Chloroceryle americana;Alcedinidae;2006-12-06;M;A;20;8.5;0.83;4.6;1.03;1.41;7.07;6.12;30.2
Chloroceryle americana;Alcedinidae;2006-12-10;M;I;21;8;0.93;4.27;1.2;1.44;7.07;6.29;34.9
Chlorostilbon lucidus;Trochilidae;1999-10-24;F;A;7.9;-;-;1.88;-;-;-;-;3
Chlorostilbon lucidus;Trochilidae;2000-03-12;M;A;8.5;-;-;1.82;-;-;2.83;3.36;3.5
Chlorostilbon lucidus;Trochilidae;2000-03-18;M;A;8.5;-;-;1.64;-;-;3;2.63;-
Chlorostilbon lucidus;Trochilidae;2000-03-19;M;A;8.7;4.9;-;1.21;-;0.63;3.06;3.37;3
Chlorostilbon lucidus;Trochilidae;2000-08-05;F;A;8.3;4.9;-;1.66;-;-;2.92;3.04;3.2
Chlorostilbon lucidus;Trochilidae;2000-08-05;F;A;8.2;5;-;1.76;-;-;2.97;2.97;3.5
Chlorostilbon lucidus;Trochilidae;2000-08-05;F;A;8;4.9;-;1.73;-;-;2.86;2.84;3.1
Chlorostilbon lucidus;Trochilidae;2000-08-06;F;A;8.1;4.8;-;1.55;-;-;2.72;3.17;3
Chlorostilbon lucidus;Trochilidae;2000-08-06;F;A;8.6;5;-;1.68;-;-;2.89;3.3;3.2
Chlorostilbon lucidus;Trochilidae;2000-08-19;F;A;8.3;4.9;-;1.66;-;-;2.79;3.04;3.3
Chlorostilbon lucidus;Trochilidae;2000-08-20;F;A;8.1;4.9;-;1.81;-;-;2.98;2.99;3.3
Chlorostilbon lucidus;Trochilidae;2000-08-20;F;A;7.9;5;-;1.65;-;-;2.97;2.35;3.4
Chlorostilbon lucidus;Trochilidae;2000-08-20;M;A;8;4.2;-;1.64;-;-;2.83;3.06;3.2
Chlorostilbon lucidus;Trochilidae;2000-08-20;F;A;7.9;4.9;-;1.79;-;-;3.14;2.51;3.3
Chlorostilbon lucidus;Trochilidae;2000-10-08;F;A;8.5;5;-;1.73;-;-;3.07;2.99;3.3
Chlorostilbon lucidus;Trochilidae;2000-10-08;F;A;8.1;5.1;-;1.52;-;-;2.86;3.07;3.2
Chlorostilbon lucidus;Trochilidae;2000-10-21;F;A;8;5;-;1.67;-;-;2.93;2.61;3.3
Chlorostilbon lucidus;Trochilidae;2000-10-21;F;A;8;5.1;-;1.7;-;-;2.94;2.86;3.05
Chlorostilbon lucidus;Trochilidae;2000-10-21;F;A;8.4;4.7;-;1.74;-;-;3.03;2.23;3.3
Chlorostilbon lucidus;Trochilidae;2000-10-21;M;A;8.3;5.5;-;1.65;-;-;3.22;-;3.5
Chlorostilbon lucidus;Trochilidae;2000-10-21;F;A;8.9;7.4;-;2.16;0.22;0.45;2.84;2.43;3.1
Chlorostilbon lucidus;Trochilidae;2001-04-08;M;A;7.8;4.8;-;1.62;-;-;2.85;2.74;3.9
Chlorostilbon lucidus;Trochilidae;2001-08-11;M;A;-;-;-;-;-;-;-;-;3.4
Chlorostilbon lucidus;Trochilidae;2001-08-11;F;A;-;-;-;-;-;-;-;-;3.2
Chlorostilbon lucidus;Trochilidae;2001-08-11;M;A;-;-;-;-;-;-;-;-;3
Chlorostilbon lucidus;Trochilidae;2001-08-11;F;A;-;-;-;-;-;-;-;-;2.8
Chlorostilbon lucidus;Trochilidae;2001-10-13;M;J;-;-;-;-;-;-;-;-;2.2
Chlorostilbon lucidus;Trochilidae;2001-10-14;M;A;-;-;-;-;-;-;-;-;3.2
Chlorostilbon lucidus;Trochilidae;2001-10-14;M;A;-;-;-;-;-;-;-;-;3.4
Chlorostilbon lucidus;Trochilidae;2001-11-18;M;A;-;-;-;-;-;-;-;-;3.8
Chlorostilbon lucidus;Trochilidae;2001-12-10;M;A;-;-;-;-;-;-;-;-;3.4
Chlorostilbon lucidus;Trochilidae;2002-01-21;M;A;8.69;5;0.49;1.49;0.18;0.42;2.89;2.99;3.9
Chlorostilbon lucidus;Trochilidae;2002-06-16;M;A;-;-;-;-;-;-;-;-;3.1
Chlorostilbon lucidus;Trochilidae;2002-07-11;M;A;-;-;-;-;-;-;-;-;2.2
Chlorostilbon lucidus;Trochilidae;2002-07-12;F;A;-;-;-;-;-;-;-;-;2.8
Chlorostilbon lucidus;Trochilidae;2002-07-12;M;A;-;-;-;-;-;-;-;-;2
Clibanornis rectirostris;Furnariidae;2000-04-09;I;A;22;10.4;2.91;2.35;0.76;1.29;5.05;9.56;51
Clibanornis rectirostris;Furnariidae;2001-03-20;I;A;19.5;9.2;2.87;2.17;0.73;1.23;5.23;8.19;46.7
Clibanornis rectirostris;Furnariidae;2001-03-20;I;A;20.5;9.3;2.78;2.29;0.78;1.22;4.99;9.72;47.7
Clibanornis rectirostris;Furnariidae;2001-03-21;I;A;22.5;9.8;2.81;2.25;0.74;1.27;4.96;9.78;45.8
Clibanornis rectirostris;Furnariidae;2001-09-08;I;A;21;9.7;3.08;3.14;0.7;1.26;4.94;4.65;38.5
Clibanornis rectirostris;Furnariidae;2001-10-14;I;A;-;-;-;-;-;-;-;-;45.7
Clibanornis rectirostris;Furnariidae;2002-11-28;I;A;20;9.3;2.93;-;-;1.89;5.14;8.55;47
Clibanornis rectirostris;Furnariidae;2004-04-14;I;A;22;10.7;2.81;2.29;-;-;5.05;9.71;50
Clibanornis rectirostris;Furnariidae;2004-04-15;I;A;22;10;2.72;2.51;-;-;4.98;9.19;45
Clibanornis rectirostris;Furnariidae;2004-04-16;I;A;22.4;9.3;2.69;2.51;-;-;5.07;8.51;47
Clibanornis rectirostris;Furnariidae;2004-04-17;I;A;22.3;10.1;2.76;2.5;-;-;5.22;9.66;48
Clibanornis rectirostris;Furnariidae;2004-05-02;I;A;22;10;2.7;2.33;-;-;5.05;2.68;51
Clibanornis rectirostris;Furnariidae;2004-05-14;I;A;21.5;10.5;2.9;2.21;-;-;5.07;9.58;49
Clibanornis rectirostris;Furnariidae;2004-08-04;I;A;22;10;2.84;2.32;-;-;5.04;9.44;55
Clibanornis rectirostris;Furnariidae;2004-08-06;I;A;20.5;9.4;2.88;2.26;-;-;4.95;8.72;48.5
Clibanornis rectirostris;Furnariidae;2006-12-05;I;A;21;-;-;-;-;-;-;-;48.2
Clibanornis rectirostris;Furnariidae;2007-03-31;I;A;20;9.7;2.92;3.22;1.41;1.36;5.28;-;41.2
Clibanornis rectirostris;Furnariidae;2007-03-31;I;A;-;-;-;-;-;-;-;-;49.2
Cnemotriccus fuscatus;Tyrannidae;1999-09-25;I;A;14;7;1.93;1.41;0.44;0.84;3.18;7.01;14
Cnemotriccus fuscatus;Tyrannidae;2000-02-04;I;A;12.5;6.1;1.74;1.39;0.42;0.95;3.17;5.7;11.5
Cnemotriccus fuscatus;Tyrannidae;2000-02-04;I;A;13;6;1.31;1.25;0.39;1.02;3.24;5.9;12
Cnemotriccus fuscatus;Tyrannidae;2000-02-05;I;A;14;6.6;1.98;1.4;0.42;1.07;3.35;6.46;13
Cnemotriccus fuscatus;Tyrannidae;2000-02-06;I;A;13.3;6.7;1.87;1.24;0.41;0.84;3.14;6.51;12.7
Cnemotriccus fuscatus;Tyrannidae;2000-02-06;I;A;13.6;6.4;1.91;1.31;0.45;0.96;3.25;6.44;13
Cnemotriccus fuscatus;Tyrannidae;2000-10-22;I;A;14.6;6.8;1.84;1.17;0.51;0.82;3.13;6.84;12.7
Cnemotriccus fuscatus;Tyrannidae;2001-03-20;I;A;13.4;6.8;1.77;1.24;0.44;1;3.2;6.77;12.2
Cnemotriccus fuscatus;Tyrannidae;2001-03-20;I;A;14;6.9;1.79;1.32;0.43;0.95;3.23;6.93;13.2
Cnemotriccus fuscatus;Tyrannidae;2001-10-13;I;A;12.3;-;-;-;-;-;-;-;11.2
Cnemotriccus fuscatus;Tyrannidae;2002-03-19;I;A;13.5;6.2;1.93;1.15;0.44;0.88;3.14;5.52;11.5
Cnemotriccus fuscatus;Tyrannidae;2002-03-19;I;A;13.6;6.58;1.87;1.08;0.45;0.95;3.16;6.4;11.5
Cnemotriccus fuscatus;Tyrannidae;2003-05-10;I;A;12.6;6.5;1.85;1.29;0.43;1;3.27;5.78;11.1
Cnemotriccus fuscatus;Tyrannidae;2005-02-26;I;A;14;-;-;-;-;-;-;-;12.9
Cnemotriccus fuscatus;Tyrannidae;2005-05-07;I;A;14.1;6.7;1.98;1.26;-;0.7;3;5.88;12.3
Cnemotriccus fuscatus;Tyrannidae;2006-12-05;I;J;12.8;6.3;1.94;1.5;0.49;0.91;3.12;5.82;10.6
Cnemotriccus fuscatus;Tyrannidae;2007-03-31;I;A;-;6.5;-;1.91;0.4;1.95;3.22;-;11
Coccyzus melacoryphus ;Cuculidae;2009-10-24;I;A;25.3;11.6;2.63;2.91;0.79;1.29;4.85;15.3;44.9
Coereba flaveola;Thraupidae ;2000-02-05;I;A;10.2;5.7;1.76;1.4;0.51;0.7;2.74;3.67;12
Coereba flaveola;Thraupidae ;2000-03-18;I;A;9.6;5.2;1.51;1.35;0.46;0.68;2.74;3.56;8.7
Coereba flaveola;Thraupidae ;2000-09-19;M;A;10;5.9;1.7;1.38;0.5;0.71;2.81;3.69;11.7
Coereba flaveola;Thraupidae ;2000-10-08;I;A;9.3;5.5;1.64;1.28;0.43;0.64;2.75;3.37;9.9
Coereba flaveola;Thraupidae ;2000-10-21;I;A;9.7;5.6;1.81;1.23;0.5;0.53;2.4;4.19;9.2
Coereba flaveola;Thraupidae ;2001-03-20;I;A;10;5.9;1.73;1.13;0.41;0.6;2.81;4.11;10.2
Coereba flaveola;Thraupidae ;2001-03-20;I;A;9.4;5.5;1.63;1.25;0.44;0.64;2.66;3.8;10.2
Coereba flaveola;Thraupidae ;2001-08-11;I;A;10.6;6.4;2.02;1.4;0.43;0.48;2.62;3.72;12.7
Coereba flaveola;Thraupidae ;2001-08-18;I;A;10.6;5.5;1.67;1.41;0.46;0.75;2.77;3.06;10
Coereba flaveola;Thraupidae ;2001-09-08;I;A;10;5.4;1.88;1.26;0.41;0.7;2.87;3.49;10.4
Coereba flaveola;Thraupidae ;2001-10-13;M;A;10.3;5.9;1.78;1.2;0.42;0.5;2.78;3.55;10.9
